pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7
"СПК-05"|"RTV-0042",1,"1200/1480/600"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол письменный"|"РТВ Мебель"
"СПР- 01"|"RTV-0043",1,"1050/720/700"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол письменный"|"РТВ Мебель"
"СК-01"|"RTV-0044",1,"1225/980/530"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-02"|"RTV-0045",1,"1090/840/550"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-03"|"RTV-0046",1,"820/840/600"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-04"|"RTV-0047",1,"1225/980/530"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-05"|"RTV-0048",1,"1174/754/630"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-06"|"RTV-0049",1,"800/1445/550"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-07"|"RTV-0050",1,"800/745/550"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-08"|"RTV-0051",1,"1180/860/600"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-09"|"RTV-0052",1,"900/750/550"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-09+Н-09"|"RTV-0053",1,"900/1544/550"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СК-10"|"RTV-0054",1,"1180/860/600"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-01 угловой"|"RTV-0055",1,"1200/750/980"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-02 угловой"|"RTV-0056",1,"1400/740/1200"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-02 угловой не стандарт"|"RTV-0057",1,"1400/740/1201"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-03 угловой"|"RTV-0058",1,"1600/750/1100"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-03 угловой не стандарт"|"RTV-0059",1,"1600/750/1101"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-05 угловой"|"RTV-0060",1,"1200/1400/900"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-06 угловой"|"RTV-0061",1,"1150/840/850"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-08 угловой"|"RTV-0062",1,"1400/750/1200"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-09"|"RTV-0063",1,"1600/1285/1200"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-09 не стандарт"|"RTV-0064",1,"1600/1285/1201"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-10"|"RTV-0065",1,"1245/1620/900"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-11"|"RTV-0066",1,"1500/750/1150"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-11 не стандарт"|"RTV-0067",1,"1500/750/1151"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-12"|"RTV-0068",1,"1365/1200/1080"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-12 не стандарт"|"RTV-0069",1,"1365/1200/1081"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"СКУ-14"|"RTV-0070",1,"1500/1525/1150"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый",,"Стол компьютерный"|"РТВ Мебель"
"ТМ - 01"|"RTV-0071",1,"420/560/450"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол компьютерный"|"РТВ Мебель"
"ПН - 01"|"RTV-0072",1,"982/550/240"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 02"|"RTV-0073",1,"984/550/270"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 03"|"RTV-0074",1,"1012/350/224"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 04"|"RTV-0075",1,"710/440/270"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 05"|"RTV-0076",1,"710/280/224"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 06"|"RTV-0077",1,"710/370/304"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 07"|"RTV-0078",1,"1000/415/220"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 08"|"RTV-0079",1,"1300/635/220"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 09"|"RTV-0080",1,"1050/635/220"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 10"|"RTV-0081",1,"1300/566/256"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 11"|"RTV-0082",1,"900/420/316"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"ПН - 12"|"RTV-0083",1,"900/370/300"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Полка"|"РТВ Мебель"
"Н - 03"|"RTV-0084",1,"1300/650/290"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Надстройка"|"РТВ Мебель"
"Н - 11"|"RTV-0085",1,"1100/1045/255"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Надстройка"|"РТВ Мебель"
"Н - 12"|"RTV-0086",1,"800/516/800"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Надстройка"|"РТВ Мебель"
"Н - 13"|"RTV-0087",1,"1300/912/255"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Надстройка"|"РТВ Мебель"
"Н - 15"|"RTV-0088",1,"1150/1175/250"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Надстройка"|"РТВ Мебель"
"СЖ-02"|"RTV-0089",1,"855/550/555"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-03"|"RTV-0090",1,"905/490/595"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-04"|"RTV-0091",1,"900/530/580"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-05"|"RTV-0092",1,"1000/590/600"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-06"|"RTV-0093",1,"1000/590/600"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-07"|"RTV-0094",1,"800/490/800"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-08"|"RTV-0095",1,"800/540/550"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-09"|"RTV-0096",1,"850/550/550"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-10"|"RTV-0097",1,"900/570/580"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-11"|"RTV-0098",1,"1000/580/560"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-12"|"RTV-0099",1,"800/635/500"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-14"|"RTV-0100",1,"970/550/600"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-16"|"RTV-0101",1,"900/530/450"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-17"|"RTV-0102",1,"900/520/900"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-19"|"RTV-0103",1,"782/480/_"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
"СЖ-20"|"RTV-0104",1,"782/480/_"|"бук/ольха/яблоня/лесной орех/орех/махонь/венге",,"Стол журнальный"|"РТВ Мебель"
