parent|id|pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7|tv8
1238|Шкаф 1600/560|COK-0172|1|1600/2060/580|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1239|Шкаф 1800|COK-0173|1|1800/2140/540|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1240|Шкаф 1800/560|COK-0174|1|1800/2060/580|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1241|Шкаф 450|COK-0176|1|450/2020/575|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1242|Шкаф 580/350|COK-0177|1|580/2060/370|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1243|Шкаф 700|COK-0178|1|700/2020/575|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1244|Шкаф 700/3Ш|COK-0179|1|700/2020/365|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1245|Шкаф 700/560|COK-0180|1|700/2060/580|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1246|Шкаф 800|COK-0181|1|800/2200/465|Корпус: ваниль; Рамочный фасад:лосось каролина,джинс каролина|Твинкс|Детская|Сокме
1247|Шкаф 800|COK-0182|1|800/2016/560|Корпус ДСП:ваниль;Фасад ДСП:терра голубая/Терра зеленая/терра лосось|Детский мир|Детская|Сокме
1248|Шкаф 900|COK-0183|1|900/2140/540|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1249|Шкаф 900/350|COK-0184|1|900/2060/370|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1250|Шкаф №2/560|COK-0185|1|1200/2385/560|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1251|Шкаф №4/560|COK-0186|1|1800/2385/450(560)|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1252|Шкаф №5/560|COK-0187|1|1800/2385/560|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1253|Шкаф №6/560|COK-0188|1|1800/2385/560|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1254|Шкаф двудверный|COK-0189|1|1000/2040/540|Корпус ДСП, фасад МДФ: ольха/яблоня|Венера|Спальня|Сокме
1255|Шкаф двудверный|COK-0190|1|1000/2080/540|Корпус ДСП, фасад МДФ: ольха/яблоня|Миллениум|Спальня|Сокме
1256|Шкаф комбинированный|COK-0191|1|1130/1980/375|Корпус ДСП:темный венге;Фасад МДФ:св.венге|Ниагара|Прихожая|Сокме
1257|Шкаф трехдверный|COK-0192|1|1400/2040/540|Корпус ДСП, фасад МДФ: ольха/яблоня|Венера|Спальня|Сокме
1258|Шкаф трехдверный|COK-0193|1|1400/2145/540|Корпус ДСП, фасад МДФ: ольха/яблоня|Миллениум|Спальня|Сокме
1259|Шкаф трехдверный|COK-0194|1|1400/2132/540|Корпус ДСП:яблоня/светлый орех;Фасад МДФ: яблоня,светлая яблоня/светлый орех,светлая яблоня|Миллениум-2|Спальня|Сокме
1260|Шкаф трехдверный+2 пенала|COK-0195|1|1300/2215/580|Корпус ДСП:дуб шамони светлый; Фасад МДФ: дуб светлый|Люкс Миллениум|Спальня|Сокме
1261|Шкаф угловой|COK-0196|1|850*850/2060/540|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1262|Шкаф угловой|COK-0197|1|1022/2200/1022|Корпус: ваниль; Рамочный фасад:лосось каролина,джинс каролина|Твинкс|Детская|Сокме
1263|Шкаф угловой 650/650|COK-0198|1|650*650/2020/365|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1264|Шкаф угловой 925/925|COK-0199|1|925*925/2020/365|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1265|Шкаф угловой 925/925/350|COK-0200|1|925*925/2060/370|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1266|Шкаф четырехдверный|COK-0201|1|1800/2040/540|Корпус ДСП, фасад МДФ: ольха/яблоня|Венера|Спальня|Сокме
1267|Шкаф четырехдверный|COK-0202|1|1800/2145/540|Корпус ДСП, фасад МДФ: ольха/яблоня|Миллениум|Спальня|Сокме
1268|Шкаф четырехдверный|COK-0203|1|1700/2132/540|Корпус ДСП:яблоня/светлый орех;Фасад МДФ: яблоня,светлая яблоня/светлый орех,светлая яблоня|Миллениум-2|Спальня|Сокме
1269|Шкаф+вешалка|COK-0204|1|1200/2000/360|Корпус,фасад ДСП:темный венге,св.венге/яблоня,св.яблоня|Конго|Прихожая|Сокме
1270|Шкаф-стеллаж|COK-0205|1|700/1970/370|Корпус ДСП,Фасад МДФ: ольха|Карина|Детская|Сокме
1271|Ящик|COK-0206|1|1400/210/668|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1272|Альфа|COK-0207|1|800/770/600|Корпус,фасад ДСП: т.орех/ольха/махонь/яблоня/бук|Альфа|Письменно-компьютерный стол|Сокме
1273|СК-140(фасады)|COK-0208|1|1360/785/595|Корпус,фасад ДСП: т.орех/ольха/махонь/яблоня/бук|СК-140(фасады)|Письменно-компьютерный стол|Сокме
1274|СК-уг 3|COK-0209|1|1350/2000(820)/900|Корпус,фасад ДСП: т.орех/ольха/махонь/яблоня/бук|СК-уг 3|Письменно-компьютерный стол|Сокме
1275|СП-1К|COK-0210|1|1050/765/580|Корпус,фасад ДСП: т.орех/ольха/махонь/яблоня/бук|СП-1К|Письменно-компьютерный стол|Сокме
1276|Омега (фасады)|COK-0211|1|1084(1184)/870/790|Корпус,фасад ДСП: т.орех/ольха/махонь/яблоня/бук|Омега (фасады)|Письменно-компьютерный стол|Сокме
1277|Леон-4|COK-0212|1|1700/2000(820)/600|Корпус,фасад ДСП: т.орех/ольха/махонь/яблоня/бук|Леон-4|Письменно-компьютерный стол|Сокме
1278|Аризона|COK-0213|1|900/640/440|Ольха/яблоня/т.орех|Аризона|Тумба ТВ|Сокме
1279|Ореон|COK-0214|1|800/690/460|Ольха/яблоня/т.орех|Ореон|Тумба ТВ|Сокме
1280|Монте-Карло|COK-0215|1|980/640/440|Ольха/яблоня/т.орех|Монте-Карло|Тумба ТВ|Сокме
1281|Уран|COK-0216|1|955/840/500|Ольха/яблоня/т.орех|Уран|Тумба ТВ|Сокме
1282|Гармония|COK-0217|1|1045/550/595|Темный орех/ольха/махонь/яблоня|Гармония|Журнальный столик|Сокме
1283|Тюльпан|COK-0218|1|800/640/500|Темный орех/ольха/махонь/яблоня|Тюльпан|Журнальный столик|Сокме
1284|Тюльпан 2|COK-0219|1|500/516/800|Темный венге|Тюльпан 2|Журнальный столик|Сокме
1285|Элегия|COK-0220|1|650/640/650|Темный орех/ольха/махонь/яблоня|Элегия|Журнальный столик|Сокме
1286|Гостинная|COK-0221|1|2450/2100/560|Светлый орех|Венеция|Гостинная|Сокме
1287|ТВ|COK-0222|1|1000/711/560|Светлый орех|Венеция|Гостинная|Сокме
1288|Комод|COK-0223|1|700/1545/450|Светлый орех|Венеция|Гостинная|Сокме
1289|Шкаф|COK-0224|1|700/2020/615|Светлый орех|Венеция|Гостинная|Сокме
1290|Гостинная+шкаф|COK-0225|1|3760/2070/600|Махонь|Ретро|Гостинная|Сокме
1291|Гостинная|COK-0226|1|2760/2070(1870)/600|Махонь|Ретро|Гостинная|Сокме
1292|Гостинная|COK-0227|1|2900/2150/620|Корпус ДСП: св.орех;Рамочный фасад: лесной орех|Астек|Гостинная|Сокме
1293|Ниша для ТЫ|COK-0228|1|900/706/580|Корпус ДСП: св.орех;Рамочный фасад: лесной орех|Астек|Гостинная|Сокме
1294|Шкаф|COK-0229|1|800/2020/590|Корпус:яблоня;Фасад:бук (ДСП)|Ольвия|Гостинная|Сокме
1295|Гостинная|COK-0230|1|2400/2020/560|Корпус:яблоня;Фасад:бук (ДСП)|Ольвия|Гостинная|Сокме
1296|ТВ|COK-0231|1|900/683/560|Корпус:яблоня;Фасад:бук (ДСП)|Ольвия|Гостинная|Сокме
1297|Комод|COK-0232|1|800/1040/515|Корпус:яблоня;Фасад:бук (ДСП)|Ольвия|Гостинная|Сокме
1298|Пенал|COK-0233|1|500/2020/515|Корпус:яблоня;Фасад:бук (ДСП)|Ольвия|Гостинная|Сокме
1299|Гостинная 1|COK-0234|1|2700/1980/540|Корпус ДСП:темный орех/св.венге; Фасад:дуб светлый/т.зебрано|Премьер-Элит|Гостинная|Сокме
1300|Комод 1200-2Д/3Ш|COK-0235|1|1200/940/465|Корпус ДСП:темный орех/св.венге; Фасад:дуб светлый/т.зебрано|Премьер-Элит|Гостинная|Сокме
1301|Пенал 450|COK-0236|1|450/1980/370|Корпус ДСП:темный орех/св.венге; Фасад:дуб светлый/т.зебрано|Премьер-Элит|Гостинная|Сокме
1302|Шкаф 900|COK-0237|1|900/1980/580|Корпус ДСП:темный орех/св.венге; Фасад:дуб светлый/т.зебрано|Премьер-Элит|Гостинная|Сокме
1303|Гостинная 2|COK-0238|1|2700/1980/540|Корпус ДСП:темный орех/св.венге; Фасад:дуб светлый/т.зебрано|Премьер-Элит|Гостинная|Сокме
1304|Гостинная 1 ТВ|COK-0239|1|1000/720/420|Корпус ДСП:темный орех/св.венге; Фасад:дуб светлый/т.зебрано|Премьер-Элит|Гостинная|Сокме
1305|Гостинная 2 ТВ|COK-0240|1|1000/720/420|Корпус ДСП:темный орех/св.венге; Фасад:дуб светлый/т.зебрано|Премьер-Элит|Гостинная|Сокме
1306|Полка навесная|COK-0241|1|1286/306/282|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1307|Тумба 2Ш/3Д|COK-0242|1|863/1263/456|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1308|Тумба 4Ш|COK-0243|1|863/898/456|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1309|Тумба ТВ|COK-0244|1|1287/505/456|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1310|Тумба 2Ш|COK-0245|1|863/505/456|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1311|Шкаф 863 надст. 2Д|COK-0246|1|863/1510/382|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1312|Шкаф 863 надст. 4Д|COK-0247|1|863/1510/383|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1313|Пенал простой|COK-0248|1|663/2050/456|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1314|Пенал сложный|COK-0249|1|663/2050/456|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1315|Тумба 2Ш|COK-0250|1|863/505/456|Корпус ДСП: т.орех/св.венге;Фасад МДФ: св.венге|Молодежная|Гостинная|Сокме
1316|КОНСУЛ (РТВ-01)|RTV-0001|1|630/650/440|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1317|МАКСИ-КОНСУЛ|RTV-0002|1|600/790/420|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1318|МИНИ-КОНСУЛ|RTV-0003|1|550/580/420|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1319|АМБАСАДОР (РТВ-02)|RTV-0004|1|720/650/420|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1320|НОВЫЙ АМБАСАДОР (РТВ-04)|RTV-0005|1|720/650/420|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1321|АМЕРИКА ( РТВ-03)|RTV-0006|1|855/650/440|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1322|НОВАЯ АМЕРИКА (РТВ-05)|RTV-0007|1|910/650/440|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1323|ЛЮКС (РТВ-07)|RTV-0008|1|600/770/420|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1324|МХ (РТВ-08)|RTV-0009|1|600/630/420|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1325|ВОЛНА (РТВ-18)|RTV-0010|1|790/650/500|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1326|МИНИ-ВОЛНА|RTV-0011|1|600/650/500|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1327|РОНДО (РТВ-10)|RTV-0012|1|780/750/480|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1328|РОНДО-2 (РТВ-11) угловая|RTV-0013|1|1020/680/500|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1329|МОНТЕ-КАРЛО (РТВ-06)|RTV-0014|1|930/650/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1330|НОВ. МОНТЕ-КАРЛО (РТВ-25)|RTV-0015|1|1000/650/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1331|ВИКТОРИЯ (РТВ-15) угловая|RTV-0016|1|1050/700/520|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1332|ТРИО (РТВ-09)|RTV-0017|1|985/970/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1333|ТРИО-2|RTV-0018|1|1300/620/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1334|ТРИО-3|RTV-0019|1|1140/790/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1335|ТЕХНО (РТВ-26)|RTV-0020|1|1040/620/440|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1336|ТЕХНО-2 (РТВ-27)|RTV-0021|1|1070/730/470|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1337|БАВАРИЯ (РТВ-28)|RTV-0022|1|900/630/520|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1338|КАЛИФОРНИЯ (РТВ-30)|RTV-0023|1|730/630/440|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1339|КАСКАД (РТВ-16)|RTV-0024|1|900/1350/650|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1340|ЛОНДОН (РТВ-17)|RTV-0025|1|900/650/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1341|НОВЫЙ ЛОНДОН|RTV-0026|1|900/650/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1342|ЛАС-ВЕГАС (РТВ-14)|RTV-0027|1|910/660/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1343|НОВЫЙ ЛАС-ВЕГАС|RTV-0028|1|910/660/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1344|АДАМ (РТВ-13)|RTV-0029|1|1510/1250/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1345|БЛЮЗ (РТВ-33)|RTV-0030|1|800/620/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1346| РТВ-35|RTV-0031|1|110/650/440|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Тумбы под аудио и видео аппаратуру|РТВ Мебель
1347|СТОЛ-КНИЖКА-01|RTV-0032|1|1670/780/900|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол-книжка|РТВ Мебель
1348|СТОЛ-КНИЖКА-02|RTV-0033|1|1690/750/780|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол-книжка|РТВ Мебель
1349|СП-01|RTV-0034|1|1200/775/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1350|СП-02|RTV-0035|1|1000/750/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1351|СП-04|RTV-0036|1|1225/980/530|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1352|СПК-01|RTV-0037|1|1300/750/860|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1353|СПК-01 не стандарт|RTV-0038|1|1300/750/861|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1354|СПК-02|RTV-0039|1|1350/750/800|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1355|СПК-03|RTV-0040|1|1300/750/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1356|СПК-04|RTV-0041|1|1100/750/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1357|СПК-05|RTV-0042|1|1200/1480/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1358|СПР- 01|RTV-0043|1|1050/720/700|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол письменный|РТВ Мебель
1359|СК-01|RTV-0044|1|1225/980/530|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1360|СК-02|RTV-0045|1|1090/840/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1361|СК-03|RTV-0046|1|820/840/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1362|СК-04|RTV-0047|1|1225/980/530|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1363|СК-05|RTV-0048|1|1174/754/630|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1364|СК-06|RTV-0049|1|800/1445/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1365|СК-07|RTV-0050|1|800/745/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1366|СК-08|RTV-0051|1|1180/860/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1367|СК-09|RTV-0052|1|900/750/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1368|СК-09+Н-09|RTV-0053|1|900/1544/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1369|СК-10|RTV-0054|1|1180/860/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1370|СКУ-01 угловой|RTV-0055|1|1200/750/980|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1371|СКУ-02 угловой|RTV-0056|1|1400/740/1200|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1372|СКУ-02 угловой не стандарт|RTV-0057|1|1400/740/1201|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1373|СКУ-03 угловой|RTV-0058|1|1600/750/1100|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1374|СКУ-03 угловой не стандарт|RTV-0059|1|1600/750/1101|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1375|СКУ-05 угловой|RTV-0060|1|1200/1400/900|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1376|СКУ-06 угловой|RTV-0061|1|1150/840/850|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1377|СКУ-08 угловой|RTV-0062|1|1400/750/1200|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1378|СКУ-09|RTV-0063|1|1600/1285/1200|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1379|СКУ-09 не стандарт|RTV-0064|1|1600/1285/1201|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1380|СКУ-10|RTV-0065|1|1245/1620/900|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1381|СКУ-11|RTV-0066|1|1500/750/1150|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1382|СКУ-11 не стандарт|RTV-0067|1|1500/750/1151|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1383|СКУ-12|RTV-0068|1|1365/1200/1080|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1384|СКУ-12 не стандарт|RTV-0069|1|1365/1200/1081|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1385|СКУ-14|RTV-0070|1|1500/1525/1150|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Стол компьютерный|РТВ Мебель
1386|ТМ - 01|RTV-0071|1|420/560/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол компьютерный|РТВ Мебель
1387|ПН - 01|RTV-0072|1|982/550/240|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1388|ПН - 02|RTV-0073|1|984/550/270|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1389|ПН - 03|RTV-0074|1|1012/350/224|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1390|ПН - 04|RTV-0075|1|710/440/270|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1391|ПН - 05|RTV-0076|1|710/280/224|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1392|ПН - 06|RTV-0077|1|710/370/304|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1393|ПН - 07|RTV-0078|1|1000/415/220|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1394|ПН - 08|RTV-0079|1|1300/635/220|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1395|ПН - 09|RTV-0080|1|1050/635/220|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1396|ПН - 10|RTV-0081|1|1300/566/256|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1397|ПН - 11|RTV-0082|1|900/420/316|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1398|ПН - 12|RTV-0083|1|900/370/300|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Полка|РТВ Мебель
1399|Н - 03|RTV-0084|1|1300/650/290|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Надстройка|РТВ Мебель
1400|Н - 11|RTV-0085|1|1100/1045/255|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Надстройка|РТВ Мебель
1401|Н - 12|RTV-0086|1|800/516/800|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Надстройка|РТВ Мебель
1402|Н - 13|RTV-0087|1|1300/912/255|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Надстройка|РТВ Мебель
1403|Н - 15|RTV-0088|1|1150/1175/250|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Надстройка|РТВ Мебель
1404|СЖ-02|RTV-0089|1|855/550/555|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1405|СЖ-03|RTV-0090|1|905/490/595|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1406|СЖ-04|RTV-0091|1|900/530/580|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1407|СЖ-05|RTV-0092|1|1000/590/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1408|СЖ-06|RTV-0093|1|1000/590/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1409|СЖ-07|RTV-0094|1|800/490/800|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1410|СЖ-08|RTV-0095|1|800/540/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1411|СЖ-09|RTV-0096|1|850/550/550|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1412|СЖ-10|RTV-0097|1|900/570/580|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1413|СЖ-11|RTV-0098|1|1000/580/560|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1414|СЖ-12|RTV-0099|1|800/635/500|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1415|СЖ-14|RTV-0100|1|970/550/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1416|СЖ-16|RTV-0101|1|900/530/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1417|СЖ-17|RTV-0102|1|900/520/900|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
